report_date_as_yyyy_mm_dd,market_and_exchange_names,open_interest_all,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,lev_net_position
2023-01-17,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,144285,59875,45708,7700,14167
2023-01-17,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,252118,2750,12842,38232,-10092
2023-01-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,179916,84410,5150,12245,79260
2023-01-17,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2056472,140680,526923,38329,-386243
2023-01-24,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024437,141156,516329,41734,-375173
2023-01-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,179076,79523,4935,13384,74588
2023-01-24,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,246373,3750,12492,34977,-8742
2023-01-24,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,163366,76670,58152,10449,18518
2023-01-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,404887,28231,103266,8347,-75035
2023-01-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,412284,28879,108131,7733,-79252
2023-01-31,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,180848,80702,7191,11910,73511
2023-01-31,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,178587,92705,58231,7345,34474
2023-01-31,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2061419,144395,540657,38664,-396262
2023-01-31,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,244873,3750,13492,32227,-9742
2023-02-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,176501,73671,5249,14457,68422
2023-02-07,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,247423,3750,13492,31727,-9742
2023-02-07,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,193741,114618,73295,1602,41323
2023-02-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,410617,27405,105871,8922,-78466
2023-02-07,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2053086,137027,529353,44610,-392326
2023-02-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,415269,25810,108487,8769,-82677
2023-02-14,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,178822,74271,4702,15226,69569
2023-02-14,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2076347,129049,542436,43844,-413387
2023-02-14,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,187063,105682,72829,1719,32853
2023-02-14,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,252673,5090,11082,31887,-5992
2023-02-21,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2074486,143931,498746,48175,-354815
2023-02-21,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,179986,72247,4656,15475,67591
2023-02-21,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,193954,85392,91596,3313,-6204
2023-02-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,414897,28786,99749,9635,-70963
2023-02-21,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,268107,3750,11692,28727,-7942
2023-02-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,422632,33688,93472,9924,-59784
2023-02-28,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,190191,80455,87818,3823,-7363
2023-02-28,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,289357,3750,13692,30727,-9942
2023-02-28,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,180765,71387,4895,14783,66492
2023-02-28,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2113159,168441,467359,49621,-298918
2023-03-07,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2133169,148976,453166,62701,-304190
2023-03-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,176817,70145,5502,10635,64643
2023-03-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,426634,29795,90633,12540,-60838
2023-03-07,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,188335,87425,91307,4546,-3882
2023-03-07,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,307515,4000,18192,35477,-14192
2023-03-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,510197,30339,80792,33534,-50453
2023-03-14,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,31042,22881,6015,1629,16866
2023-03-14,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,182980,69413,10009,12006,59404
2023-03-14,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,190430,83066,85839,9830,-2773
2023-03-14,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2550984,151693,403962,167670,-252269
2023-03-14,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,308836,4250,16192,31727,-11942
2023-03-21,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,192862,76516,11584,10759,64932
2023-03-21,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,301155,4000,9437,34432,-5437
2023-03-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,429801,16349,108689,9062,-92340
2023-03-21,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2149005,81745,543444,45312,-461699
2023-03-21,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,92466,23237,26709,367,-3472
2023-03-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,428446,17482,107566,9159,-90084
2023-03-28,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,104426,23924,31430,473,-7506
2023-03-28,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,300905,4000,8937,33432,-4937
2023-03-28,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,198233,75674,12104,12842,63570
2023-03-28,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2142232,87408,537831,45793,-450423
2023-04-04,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2219512,92516,658328,50765,-565812
2023-04-04,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,198849,79204,11056,12551,68148
2023-04-04,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,142871,59595,39995,2375,19600
2023-04-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,443902,18503,131666,10153,-113163
2023-04-04,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,308155,5750,8437,35232,-2687
2023-04-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,449694,23816,130000,11311,-106184
2023-04-11,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2248469,119080,649998,56554,-530918
2023-04-11,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,167974,73018,44098,7864,28920
2023-04-11,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,313355,5750,8437,37182,-2687
2023-04-11,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,198407,80744,10323,11618,70421
2023-04-18,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2278321,119603,666899,60653,-547296
2023-04-18,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,206334,111232,51765,2135,59467
2023-04-18,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,313355,5750,8437,37182,-2687
2023-04-18,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,197578,77593,7615,13127,69978
2023-04-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,455664,23921,133380,12131,-109459
2023-04-25,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,319287,5750,6437,40350,-687
2023-04-25,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2265794,142442,617508,61429,-475066
2023-04-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,453159,28488,123502,12286,-95014
2023-04-25,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,256511,142555,76601,1898,65954
2023-04-25,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,201596,76469,5987,16240,70482
2023-05-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2304633,131734,588857,78566,-457123
2023-05-02,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,284500,168099,60691,6456,107408
2023-05-02,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,201776,70128,2350,19041,67778
2023-05-02,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2276183,134979,602843,57865,-467864
2023-05-02,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,324161,6000,7187,41400,-1187
2023-05-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2325459,135379,637987,83638,-502608
2023-05-09,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,292001,179742,72792,4828,106950
2023-05-09,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,325561,6000,4337,42900,1663
2023-05-09,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,204499,71734,2265,18245,69469
2023-05-09,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2296259,138545,651848,62015,-513303
2023-05-16,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,201168,70628,3353,16702,67275
2023-05-16,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2306298,127634,628910,57203,-501276
2023-05-16,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,328811,7995,3832,43155,4163
2023-05-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2339836,122528,611310,84520,-488782
2023-05-16,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,335377,215488,90551,6617,124937
2023-05-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2420808,158512,663114,82284,-504602
2023-05-23,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,203265,71862,3653,17213,68209
2023-05-23,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,336111,10496,4082,44654,6414
2023-05-23,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2385936,164886,682787,53056,-517901
2023-05-23,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,348716,222139,89142,6400,132997
2023-05-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2533871,176827,693822,94260,-516995
2023-05-30,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2494943,185941,716664,58198,-530723
2023-05-30,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,389284,263329,126054,6151,137275
2023-05-30,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,346675,12746,3832,43654,8914
2023-05-30,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,41416,29699,8110,468,21589
2023-05-30,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,205038,74653,4314,16997,70339
2023-06-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2544164,170267,728831,103502,-558564
2023-06-06,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,42136,29548,8676,339,20872
2023-06-06,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,208114,79079,4314,18714,74765
2023-06-06,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2500232,181871,758002,59952,-576131
2023-06-06,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,439321,313107,137436,6351,175671
2023-06-06,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,345150,18097,4582,38553,13515
2023-06-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2956473,162240,680616,203909,-518376
2023-06-13,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,206126,79096,4314,16035,74782
2023-06-13,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,45540,28829,9248,870,19581
2023-06-13,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,490045,346539,144642,24757,201897
2023-06-13,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2907468,173084,711649,155936,-538565
2023-06-13,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,349467,12282,7082,39053,5200
2023-06-20,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,100923,27602,12894,2170,14708
2023-06-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2233907,127322,506274,33220,-378952
2023-06-20,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2223815,126222,506645,31342,-380423
2023-06-20,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,202624,78529,4214,15629,74315
2023-06-20,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,332081,22384,5582,35075,16802
2023-06-27,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,129843,45306,5911,10480,39395
2023-06-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2200098,137504,449188,35732,-311684
2023-06-27,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2187114,136200,451823,31457,-315623
2023-06-27,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,339837,24634,6332,39825,18302
2023-06-27,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,202476,81568,5240,15563,76328
2023-07-03,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2211004,169420,462060,39113,-292640
2023-07-03,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,165598,83901,13332,8861,70569
2023-07-03,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,344926,25886,7332,43073,18554
2023-07-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,204506,85511,5270,14985,80241
2023-07-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2227564,170351,455934,47459,-285583
2023-07-11,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2209607,173135,480271,36127,-307136
2023-07-11,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,205345,88869,5321,16173,83548
2023-07-11,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,346015,23345,7582,45613,15763
2023-07-11,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,184831,93109,2940,13402,90169
2023-07-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2228090,173871,471990,46042,-298119
2023-07-18,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,203232,87258,5351,16286,81907
2023-07-18,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,350863,26615,8332,45843,18283
2023-07-18,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2280677,174266,559419,38540,-385153
2023-07-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2301847,174361,548489,51778,-374128
2023-07-18,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,211696,121597,11350,11731,110247
2023-07-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2265346,157181,549819,58443,-392638
2023-07-25,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2243361,157662,560994,44292,-403332
2023-07-25,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,219854,124073,17135,12623,106938
2023-07-25,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,354132,27075,8332,46883,18743
2023-07-25,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,203760,94116,5601,10531,88515
2023-08-01,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,206571,93827,5676,13134,88151
2023-08-01,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,367352,32725,8332,45983,24393
2023-08-01,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,217798,118086,6212,9273,111874
2023-08-01,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2241749,147697,530202,53686,-382505
2023-08-01,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2263529,149033,520351,65086,-371318
2023-08-08,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,205223,90647,5177,15077,85470
2023-08-08,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,375496,33115,7832,46798,25283
2023-08-08,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2245745,170759,487930,70155,-317171
2023-08-08,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2221709,171013,498539,56199,-327526
2023-08-08,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,240360,126347,22801,10672,103546
2023-08-15,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2246098,147548,432293,65642,-284745
2023-08-15,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2220084,146415,442447,52724,-296032
2023-08-15,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,260135,129601,16733,10904,112868
2023-08-15,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,374495,32815,9582,47838,23233
2023-08-15,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,212087,95181,5128,16714,90053
2023-08-22,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,372008,33605,10082,45956,23523
2023-08-22,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,216895,80343,24312,10435,56031
2023-08-22,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,214789,94186,4778,17920,89408
2023-08-22,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2232226,120216,452038,49180,-331822
2023-08-22,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2253916,120968,447187,57506,-326219
2023-08-29,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2267572,138068,491791,58018,-353723
2023-08-29,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2291670,139155,483323,69373,-344168
2023-08-29,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,218162,99311,4833,18282,94478
2023-08-29,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,371785,36225,8832,44157,27393
2023-08-29,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,240983,113739,18184,10679,95555
2023-09-05,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,217772,102126,5088,18259,97038
2023-09-05,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,371290,36455,8832,43657,27623
2023-09-05,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,255069,120333,28845,10693,91488
2023-09-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2284667,125462,451616,78655,-326154
2023-09-05,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2259160,126248,461550,64767,-335302
2023-09-12,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,376379,36755,8832,45126,27923
2023-09-12,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,225664,102252,5244,24718,97008
2023-09-12,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,275982,128711,17647,26535,111064
2023-09-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2547762,177330,416335,143146,-239005
2023-09-12,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2520164,176348,426460,128603,-250112
2023-09-19,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,222702,100357,5736,24958,94621
2023-09-19,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2097946,98445,418743,33314,-320298
2023-09-19,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,94422,12952,27979,3504,-15027
2023-09-19,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,354623,32215,8832,46019,23383
2023-09-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2107388,97053,418854,36352,-321801
2023-09-26,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,125959,20891,51671,439,-30780
2023-09-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2150244,151252,437942,44879,-286690
2023-09-26,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,228607,94548,5639,27762,88909
2023-09-26,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,358373,31415,8832,46519,22583
2023-09-26,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2137648,154815,438427,39183,-283612
2023-10-03,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2138034,136277,399246,44103,-262969
2023-10-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2151506,131552,399462,51235,-267910
2023-10-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,237241,100230,5684,29014,94546
2023-10-03,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,364222,30415,8832,49269,21583
2023-10-03,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,134717,23543,72954,532,-49411
2023-10-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2088321,112170,399379,59410,-287209
2023-10-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,238574,101814,5902,28809,95912
2023-10-10,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,367672,27715,8832,51969,18883
2023-10-10,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,143910,39120,62983,3265,-23863
2023-10-10,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2073930,116734,401557,50607,-284823
2023-10-17,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2112419,119552,380190,54030,-260638
2023-10-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2128482,118831,384178,58377,-265347
2023-10-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,238747,101822,6084,29462,95738
2023-10-17,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,373952,23715,9832,54969,13883
2023-10-17,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,160628,33062,80154,3201,-47092
2023-10-24,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2158452,167078,362922,48473,-195844
2023-10-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2176852,160102,363319,58840,-203217
2023-10-24,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,379452,24515,9832,56119,14683
2023-10-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,237078,102773,5204,26517,97569
2023-10-24,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,184003,30389,104115,3519,-73726
2023-10-31,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2174689,153257,384410,50094,-231153
2023-10-31,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,184925,37740,99224,2933,-61484
2023-10-31,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,386781,23335,9832,61539,13503
2023-10-31,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,246086,112200,4792,25694,107408
2023-10-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2193182,146121,383423,61297,-237302
2023-11-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,255852,118348,5059,24280,113289
2023-11-07,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,397260,21425,9832,62436,11593
2023-11-07,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2177947,172654,445499,46395,-272845
2023-11-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2194624,168252,442153,55788,-273901
2023-11-07,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,166773,46820,57389,3082,-10569
2023-11-14,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,153412,44831,39849,1012,4982
2023-11-14,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2192899,180185,471217,50470,-291032
2023-11-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,2208240,178571,469104,56669,-290533
2023-11-14,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,413996,23470,9897,68126,13573
2023-11-14,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,260307,121637,5171,24093,116466
2023-11-21,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,268731,125073,5193,24376,119880
